GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	padj
123	GO:0008138	0.0375731042587635	7.05116279069767	0.307892403192433	2	24	protein tyrosine/serine/threonine phosphatase activity	DUSP5;DUSP6	0.185999991303263
124	GO:0003834	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	beta-carotene 15,15'-dioxygenase activity	RPE65	0.185999991303263
125	GO:0004800	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	thyroxine 5'-deiodinase activity	DIO2	0.185999991303263
126	GO:0004999	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	vasoactive intestinal polypeptide receptor activity	VIPR1	0.185999991303263
127	GO:0005220	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	inositol 1,4,5-trisphosphate-gated calcium channel activity	ITPR1	0.185999991303263
128	GO:0008184	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	glycogen phosphorylase activity	PYGM	0.185999991303263
129	GO:0016662	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor	CBS	0.185999991303263
130	GO:0016838	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	carbon-oxygen lyase activity, acting on phosphates	ETNPPL	0.185999991303263
131	GO:0019808	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	polyamine binding	SAT1	0.185999991303263
132	GO:0034739	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	histone H4K16 deacetylase activity	SIRT2	0.185999991303263
133	GO:0034986	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	iron chaperone activity	TF	0.185999991303263
134	GO:0035979	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	histone H2AXS139 kinase activity	PRKDC	0.185999991303263
135	GO:0046592	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	polyamine oxidase activity	SMOX	0.185999991303263
136	GO:0050421	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	nitrite reductase (NO-forming) activity	CBS	0.185999991303263
137	GO:0060703	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	deoxyribonuclease inhibitor activity	DYNLL1	0.185999991303263
138	GO:0070026	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	nitric oxide binding	CBS	0.185999991303263
139	GO:0086056	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	voltage-gated calcium channel activity involved in AV node cell action potential	CACNA1G	0.185999991303263
140	GO:0099579	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	KCTD16	0.185999991303263
141	GO:0140954	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	histone H3K36 dimethyltransferase activity	SMYD3	0.185999991303263
142	GO:0141051	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	histone H4K deacetylase activity	SIRT2	0.185999991303263
143	GO:0150047	0.0379971410805237	38.6481481481481	0.0384865503990541	1	3	G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential	KCTD16	0.185999991303263
144	GO:0016645	0.0405021776639178	6.74418604651163	0.320721253325451	2	25	oxidoreductase activity, acting on the CH-NH group of donors	CRYM;SMOX	0.195527754239603
145	GO:0034237	0.0405021776639178	6.74418604651163	0.320721253325451	2	25	protein kinase A regulatory subunit binding	EZR;RYR2	0.195527754239603
